ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
1,Adelaide,Adelaide International 1,2023-01-01,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Gasquet R.,61.0,68.0,776.0,740.0,7.0,6.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.91,1.91,1.93,1.95,1.99,1.95,1.89,1.89
1,Adelaide,Adelaide International 1,2023-01-01,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Galan D.E.,63.0,67.0,775.0,741.0,6.0,3.0,,,,,,,,,1.0,0.0,Retired,1.36,3.2,1.39,3.25,1.44,3.4,1.36,3.12
1,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,O Connell C.,29.0,78.0,1420.0,652.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.58,2.53,1.64,2.53,1.58,2.36
1,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Rune H.,36.0,11.0,1134.0,2888.0,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.29,4.0,1.28,4.0,1.31,3.56,1.29
1,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,Auger-Aliassime F.,120.0,6.0,469.0,4195.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,6.5,1.11,6.2,1.15,6.75,1.18,6.04,1.13
1,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Thompson J.,64.0,84.0,767.0,626.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.14,1.78,2.15,1.83,2.08,1.74
1,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Safiullin R.,Ymer M.,88.0,69.0,606.0,739.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.27,1.7,2.36,1.71,2.2,1.65
1,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Draper J.,Kwon S.W.,42.0,83.0,990.0,630.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.69,2.29,1.7,2.4,1.65,2.22
1,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Cressy M.,93.0,34.0,592.0,1163.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.97,1.92,2.0,2.12,1.9,1.89
1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Medvedev D.,Sonego L.,7.0,45.0,4065.0,950.0,7.0,6.0,2.0,1.0,,,,,,,1.0,0.0,Retired,1.11,6.5,1.13,7.18,1.15,7.18,1.12,6.15
1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,Cachin P.,20.0,57.0,1990.0,813.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.52,1.24,5.52,1.18,4.84
1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Lestienne C.,5.0,65.0,4820.0,760.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.03,17.0,1.02,18.89,1.04,18.89,1.02,13.52
1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Sinner J.,Edmund K.,15.0,582.0,2410.0,52.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.13,7.01,1.15,7.01,1.12,6.04
1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Hijikata R.,18.0,164.0,2075.0,344.0,2.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.29,3.96,1.29,4.1,1.26,3.82
1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Rublev A.,21.0,8.0,1940.0,3930.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,2.72,1.5,3.0,1.5,2.71,1.46
1,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Murray A.,33.0,49.0,1175.0,920.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.62,2.44,1.63,2.56,1.58,2.36
1,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Draper J.,20.0,42.0,1990.0,990.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.43,1.63,2.46,1.82,2.25,1.63
1,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Nishioka Y.,Mcdonald M.,36.0,63.0,1134.0,775.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.69,2.31,1.7,2.45,1.64,2.24
1,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Kecmanovic M.,7.0,29.0,4065.0,1420.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.66,1.18,6.0,1.16,5.24
1,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Popyrin A.,Giron M.,120.0,61.0,469.0,776.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.78,2.17,1.85,2.22,1.74,2.09
1,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Safiullin R.,18.0,88.0,2075.0,606.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.51,2.78,1.51,3.02,1.45,2.73
1,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Halys Q.,5.0,64.0,4820.0,767.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.04,19.16,1.03,20.42,1.02,14.1
1,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Bautista Agut R.,33.0,21.0,1175.0,1940.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.85,2.06,1.85,2.24,1.79,2.01
1,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Sinner J.,Kokkinakis T.,15.0,93.0,2410.0,592.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.25,1.29,4.25,1.24,3.92
1,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Nishioka Y.,Popyrin A.,36.0,120.0,1134.0,469.0,7.0,6.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.76,2.18,1.77,2.35,1.68,2.16
1,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,Sinner J.,33.0,15.0,1175.0,2410.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.51,1.6,2.56,1.6,2.44,1.55
1,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Khachanov K.,7.0,20.0,4065.0,1990.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.31,1.3,4.31,1.24,3.97
1,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Shapovalov D.,5.0,18.0,4820.0,2075.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.96,1.19,5.96,1.15,5.34
1,Adelaide,Adelaide International 1,2023-01-07,ATP250,Outdoor,Hard,Semifinals,3,Korda S.,Nishioka Y.,33.0,36.0,1175.0,1134.0,7.0,6.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.33,3.4,1.37,3.39,1.4,3.5,1.33,3.25
1,Adelaide,Adelaide International 1,2023-01-07,ATP250,Outdoor,Hard,Semifinals,3,Djokovic N.,Medvedev D.,5.0,7.0,4820.0,4065.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.62,2.47,1.62,2.78,1.54,2.46
1,Adelaide,Adelaide International 1,2023-01-08,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,Korda S.,5.0,33.0,4820.0,1175.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.14,5.5,1.16,6.14,1.18,6.14,1.15,5.55
2,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Bonzi B.,Tseng C.H.,60.0,115.0,781.0,490.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.04,1.43,3.1,1.4,2.91
2,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,Zapata Miralles B.,74.0,72.0,695.0,712.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.08,1.83,2.1,1.83,2.01,1.78
2,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Dhamne M.,113.0,,507.0,,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.002,41.0,1.01,38.66,1.02,41.0,1.01,22.04
2,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Griekspoor T.,Munar J.,95.0,58.0,584.0,802.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.88,2.01,1.9,2.03,1.82,1.97
2,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Molcan A.,70.0,50.0,738.0,895.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.89,2.0,1.95,2.0,1.88,1.9
2,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Basilashvili N.,101.0,91.0,562.0,595.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.87,1.47,3.0,1.47,2.76,1.44
2,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Krajinovic F.,Nagal S.,54.0,503.0,845.0,70.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,1.28,3.99,1.28,4.33,1.25,3.89
2,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Van Rijthoven T.,Albot R.,111.0,103.0,516.0,559.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.83,2.08,1.87,2.11,1.79,2.01
2,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Marterer M.,Ymer E.,159.0,127.0,354.0,444.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.73,2.06,1.83,2.15,1.83,2.04,1.77
2,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Martinez P.,Ramanathan R.,62.0,435.0,776.0,98.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.38,1.66,2.34,1.75,2.4,1.63,2.25
2,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Karatsev A.,Andujar P.,59.0,121.0,795.0,467.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.31,3.79,1.33,3.79,1.29,3.52
2,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Cobolli F.,Mukund S.,171.0,340.0,335.0,146.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.37,3.37,1.38,3.53,1.34,3.19
2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Marterer M.,Djere L.,159.0,70.0,354.0,738.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.36,1.67,2.58,1.67,2.38,1.56
2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Karatsev A.,Van Rijthoven T.,59.0,111.0,795.0,516.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.74,2.23,1.76,2.38,1.67,2.19
2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Martinez P.,Baez S.,62.0,43.0,776.0,987.0,3.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.91,1.91,1.97,1.93,1.97,1.95,1.91,1.88
2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Griekspoor T.,Cecchinato M.,95.0,101.0,584.0,562.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.31,3.85,1.36,3.85,1.29,3.52
2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Cobolli F.,35.0,171.0,1160.0,335.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.29,3.97,1.3,4.04,1.27,3.72
2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Bonzi B.,Ruusuvuori E.,60.0,40.0,781.0,1011.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.3,1.69,2.45,1.7,2.27,1.62
2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Krajinovic F.,Mmoh M.,54.0,113.0,845.0,507.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.86,2.05,1.86,2.16,1.79,2.01
2,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Carballes Baena R.,17.0,74.0,2105.0,695.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.33,1.23,4.68,1.25,4.68,1.21,4.28
2,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Karatsev A.,Martinez P.,59.0,62.0,795.0,776.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.5,2.81,1.54,2.81,1.48,2.63
2,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Griekspoor T.,Cilic M.,95.0,17.0,584.0,2105.0,,,,,,,,,,,,,Walkover,2.75,1.44,3.07,1.43,3.07,1.47,2.79,1.43
2,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Van De Zandschulp B.,Marterer M.,35.0,159.0,1160.0,354.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.4,3.23,1.47,3.45,1.42,2.83
2,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Bonzi B.,Krajinovic F.,60.0,54.0,781.0,845.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.6,2.52,1.62,2.65,1.53,2.48
2,Pune,Maharashtra Open,2023-01-06,ATP250,Outdoor,Hard,Semifinals,3,Griekspoor T.,Karatsev A.,95.0,59.0,584.0,795.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.53,1.59,2.63,1.62,2.46,1.54
2,Pune,Maharashtra Open,2023-01-06,ATP250,Outdoor,Hard,Semifinals,3,Bonzi B.,Van De Zandschulp B.,60.0,35.0,781.0,1160.0,7.0,6.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.3,1.62,2.25,1.72,2.33,1.72,2.22,1.65
2,Pune,Maharashtra Open,2023-01-07,ATP250,Outdoor,Hard,The Final,3,Griekspoor T.,Bonzi B.,95.0,60.0,584.0,781.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.31,1.69,2.38,1.73,2.24,1.64
3,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Evans D.,63.0,27.0,775.0,1450.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.57,1.56,2.6,1.56,2.51,1.51
3,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Draper J.,Sonego L.,40.0,44.0,1010.0,950.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.83,1.48,2.9,1.44,2.75
3,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Edmund K.,28.0,583.0,1420.0,52.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.23,4.67,1.23,5.0,1.2,4.53
3,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Nakashima B.,32.0,47.0,1280.0,927.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.88,1.47,2.95,1.47,2.79,1.43
3,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Popyrin A.,110.0,113.0,522.0,506.0,6.0,0.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.73,2.1,1.75,2.18,1.75,2.3,1.7,2.14
3,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Paul T.,O Connell C.,35.0,79.0,1185.0,652.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.51,2.73,1.51,3.0,1.45,2.71
3,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Ramos-Vinolas A.,148.0,38.0,378.0,1075.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,1.6,2.48,1.61,2.5,1.56,2.41
3,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Bonzi B.,257.0,50.0,207.0,911.0,7.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,
3,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Huesler M.A.,Rinderknech A.,55.0,45.0,846.0,947.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.62,2.16,1.77,2.3,1.8,2.14,1.69
3,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Kwon S.W.,Machac T.,84.0,115.0,626.0,500.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.93,1.96,2.0,2.19,1.87,1.92
3,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,Ruusuvuori E.,77.0,46.0,694.0,941.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.74,2.21,1.83,2.25,1.73,2.09
3,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Kubler J.,Etcheverry T.,86.0,80.0,613.0,649.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.44,2.97,1.46,3.39,1.42,2.85
3,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Millman J.,32.0,148.0,1280.0,378.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.5,2.89,1.53,3.0,1.43,2.81
3,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Draper J.,Paul T.,40.0,35.0,1010.0,1185.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.88,2.04,1.88,2.1,1.81,2.0
3,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Huesler M.A.,20.0,55.0,1885.0,846.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.38,3.36,1.39,3.39,1.35,3.19
3,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Ymer M.,Mcdonald M.,77.0,63.0,694.0,775.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.68,2.33,1.74,2.33,1.68,2.19
3,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kwon S.W.,Carreno Busta P.,84.0,15.0,626.0,2420.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.63,1.5,2.58,1.57,2.65,1.57,2.55,1.52
3,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Haase R.,26.0,257.0,1545.0,207.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.11,6.5,1.1,8.83,1.12,8.83,1.09,7.29
3,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Kubler J.,28.0,86.0,1420.0,613.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.5,1.54,2.66,1.61,2.66,1.52,2.47
3,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Rublev A.,110.0,6.0,522.0,3930.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.4,1.33,3.4,1.37,3.6,1.37,3.28,1.33
3,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Draper J.,Khachanov K.,40.0,20.0,1010.0,1885.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.9,1.99,2.12,2.09,1.91,1.88
3,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Kwon S.W.,Ymer M.,84.0,77.0,626.0,694.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.21,1.75,2.3,1.75,2.17,1.68
3,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Davidovich Fokina A.,26.0,32.0,1545.0,1280.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.72,2.26,1.72,2.44,1.64,2.23
3,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Kokkinakis T.,Kecmanovic M.,110.0,28.0,522.0,1420.0,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.62,2.3,1.72,2.26,1.74,2.38,1.65,2.22
3,Adelaide,Adelaide International 2,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Kwon S.W.,Draper J.,84.0,40.0,626.0,1010.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.27,1.39,3.32,1.42,3.07,1.37
3,Adelaide,Adelaide International 2,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Kokkinakis T.,26.0,110.0,1545.0,522.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.9,2.01,1.91,2.1,1.83,1.97
3,Adelaide,Adelaide International 2,2023-01-14,ATP250,Outdoor,Hard,The Final,3,Kwon S.W.,Bautista Agut R.,84.0,26.0,626.0,1545.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.49,1.61,3.0,1.62,2.58,1.5
4,Auckland,ASB Classic,2023-01-08,ATP250,Outdoor,Hard,1st Round,3,Lestienne C.,Cachin P.,65.0,59.0,760.0,809.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.65,2.38,1.71,2.38,1.64,2.23
4,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Bublik A.,53.0,36.0,870.0,1130.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.28,1.69,2.28,1.8,2.13,1.7
4,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Brooksby J.,Fognini F.,48.0,57.0,920.0,843.0,6.0,7.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.41,3.13,1.44,3.15,1.39,2.94
4,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Pannu K.,67.0,575.0,740.0,54.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.06,12.25,1.06,12.25,1.05,9.76
4,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Wolf J.J.,Mannarino A.,66.0,43.0,746.0,971.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.12,1.79,2.12,1.83,2.03,1.77
4,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Barrere G.,Isner J.,88.0,42.0,603.0,980.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.39,1.64,2.7,1.64,2.42,1.55
4,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Coria F.,60.0,76.0,796.0,695.0,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.14,5.5,1.23,4.66,1.25,5.5,1.19,4.71
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Eubanks C.,Humbert U.,123.0,108.0,462.0,523.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.14,1.78,2.24,1.81,2.1,1.72
4,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Molcan A.,64.0,54.0,771.0,850.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.44,2.99,1.44,3.25,1.39,2.93
